timestamp,device_name,voltage,current_mA,power_mW,energy_Wh
2025-04-18 00:33:00,AC,4.97,466.77,2319.85,0.03866
2025-04-18 00:34:00,AC,5.06,686.2,3472.17,0.05787
2025-04-18 00:35:00,AC,5.01,534.77,2679.2,0.04465
2025-04-18 00:36:00,AC,4.95,471.36,2333.23,0.03889
2025-04-18 00:37:00,AC,5.08,404.59,2055.32,0.03426
2025-04-18 00:38:00,AC,4.81,443.59,2133.67,0.03556
2025-04-18 00:39:00,AC,5.06,408.87,2068.88,0.03448
2025-04-18 00:40:00,AC,4.81,514.1,2472.82,0.04121
2025-04-18 00:41:00,AC,5.16,633.39,3268.29,0.05447
2025-04-18 00:42:00,AC,5.03,466.24,2345.19,0.03909
2025-04-18 00:43:00,AC,4.88,698.73,3409.8,0.05683
2025-04-18 00:44:00,AC,5.07,598.35,3033.63,0.05056
2025-04-18 00:45:00,AC,5.0,561.06,2805.3,0.04676
2025-04-18 00:46:00,AC,4.91,579.35,2844.61,0.04741
2025-04-18 00:47:00,AC,4.87,468.45,2281.35,0.03802
2025-04-18 00:48:00,AC,4.88,557.07,2718.5,0.04531
2025-04-18 00:49:00,AC,4.99,549.62,2742.6,0.04571
2025-04-18 00:50:00,AC,4.97,699.14,3474.73,0.05791
2025-04-18 00:51:00,AC,4.83,428.69,2070.57,0.03451
2025-04-18 00:52:00,AC,5.12,580.56,2972.47,0.04954
2025-04-18 00:53:00,AC,4.86,681.18,3310.53,0.05518
2025-04-18 00:54:00,AC,5.07,666.82,3380.78,0.05635
2025-04-18 00:55:00,AC,4.99,403.72,2014.56,0.03358
2025-04-18 00:56:00,AC,5.19,674.13,3498.73,0.05831
2025-04-18 00:57:00,AC,4.86,570.25,2771.41,0.04619
2025-04-18 00:58:00,AC,5.01,432.25,2165.57,0.03609
2025-04-18 00:59:00,AC,5.13,456.15,2340.05,0.039
2025-04-18 01:00:00,AC,5.2,630.67,3279.48,0.05466
2025-04-18 01:01:00,AC,5.18,492.45,2550.89,0.04251
2025-04-18 01:02:00,AC,4.93,587.34,2895.59,0.04826
2025-04-18 01:03:00,AC,5.19,425.63,2209.02,0.03682
2025-04-18 01:04:00,AC,5.16,679.84,3507.97,0.05847
2025-04-18 01:05:00,AC,4.93,514.42,2536.09,0.04227
2025-04-18 01:06:00,AC,5.02,428.06,2148.86,0.03581
2025-04-18 01:07:00,AC,4.83,668.35,3228.13,0.0538
2025-04-18 01:08:00,AC,4.95,661.51,3274.47,0.05457
2025-04-18 01:09:00,AC,4.97,626.17,3112.06,0.05187
2025-04-18 01:10:00,AC,5.1,696.85,3553.93,0.05923
2025-04-18 01:11:00,AC,5.12,671.83,3439.77,0.05733
2025-04-18 01:12:00,AC,4.88,472.62,2306.39,0.03844
2025-04-18 01:13:00,AC,5.18,664.73,3443.3,0.05739
2025-04-18 01:14:00,AC,4.97,432.62,2150.12,0.03584
2025-04-18 01:15:00,AC,4.81,670.95,3227.27,0.05379
2025-04-18 01:16:00,AC,5.11,666.35,3405.05,0.05675
2025-04-18 01:17:00,AC,5.18,582.65,3018.13,0.0503
2025-04-18 01:18:00,AC,4.9,402.34,1971.47,0.03286
2025-04-18 01:19:00,AC,4.99,637.71,3182.17,0.05304
2025-04-18 01:20:00,AC,5.1,582.85,2972.53,0.04954
2025-04-18 01:21:00,AC,4.88,471.29,2299.9,0.03833
2025-04-18 01:22:00,AC,5.05,407.9,2059.89,0.03433
2025-04-18 01:23:00,AC,4.99,670.58,3346.19,0.05577
2025-04-18 01:24:00,AC,5.19,667.64,3465.05,0.05775
2025-04-18 01:25:00,AC,5.06,566.78,2867.91,0.0478
2025-04-18 01:26:00,AC,4.86,660.32,3209.16,0.05349
2025-04-18 01:27:00,AC,5.06,535.89,2711.6,0.04519
2025-04-18 01:28:00,AC,4.88,586.63,2862.75,0.04771
2025-04-18 01:29:00,AC,5.06,637.79,3227.22,0.05379
2025-04-18 01:30:00,AC,5.18,662.73,3432.94,0.05722
2025-04-18 01:31:00,AC,5.07,610.53,3095.39,0.05159
2025-04-18 01:32:00,AC,4.82,583.56,2812.76,0.04688
2025-04-18 01:33:00,AC,5.09,642.53,3270.48,0.05451
2025-04-18 01:34:00,AC,5.17,426.51,2205.06,0.03675
2025-04-18 01:35:00,AC,4.93,444.26,2190.2,0.0365
2025-04-18 01:36:00,AC,4.82,578.36,2787.7,0.04646
2025-04-18 01:37:00,AC,4.84,523.57,2534.08,0.04223
2025-04-18 01:38:00,AC,4.81,610.51,2936.55,0.04894
2025-04-18 01:39:00,AC,5.1,494.79,2523.43,0.04206
2025-04-18 01:40:00,AC,4.88,659.46,3218.16,0.05364
2025-04-18 01:41:00,AC,4.91,444.86,2184.26,0.0364
2025-04-18 01:42:00,AC,5.08,459.82,2335.89,0.03893
2025-04-18 01:43:00,AC,4.93,485.69,2394.45,0.03991
2025-04-18 01:44:00,AC,5.13,579.99,2975.35,0.04959
2025-04-18 01:45:00,AC,5.08,574.39,2917.9,0.04863
2025-04-18 01:46:00,AC,4.97,468.19,2326.9,0.03878
2025-04-18 01:47:00,AC,4.98,685.77,3415.13,0.05692
2025-04-18 01:48:00,AC,5.16,664.84,3430.57,0.05718
2025-04-18 01:49:00,AC,4.88,642.8,3136.86,0.05228
2025-04-18 01:50:00,AC,5.05,600.28,3031.41,0.05052
2025-04-18 01:51:00,AC,5.02,656.1,3293.62,0.05489
2025-04-18 01:52:00,AC,4.97,468.39,2327.9,0.0388
2025-04-18 01:53:00,AC,5.17,689.82,3566.37,0.05944
2025-04-18 01:54:00,AC,4.89,463.3,2265.54,0.03776
2025-04-18 01:55:00,AC,5.15,513.27,2643.34,0.04406
2025-04-18 01:56:00,AC,5.09,575.34,2928.48,0.04881
2025-04-18 01:57:00,AC,4.85,569.17,2760.47,0.04601
2025-04-18 01:58:00,AC,4.97,556.12,2763.92,0.04607
2025-04-18 01:59:00,AC,4.99,564.23,2815.51,0.04693
2025-04-18 02:00:00,AC,4.86,560.12,2722.18,0.04537
2025-04-18 02:01:00,AC,5.12,592.5,3033.6,0.05056
2025-04-18 02:02:00,AC,4.92,442.11,2175.18,0.03625
2025-04-18 02:03:00,AC,4.82,568.84,2741.81,0.0457
2025-04-18 02:04:00,AC,4.86,466.81,2268.7,0.03781
2025-04-18 02:05:00,AC,5.07,458.35,2323.83,0.03873
2025-04-18 02:06:00,AC,5.15,410.46,2113.87,0.03523
2025-04-18 02:07:00,AC,5.19,673.88,3497.44,0.05829
2025-04-18 02:08:00,AC,4.9,638.83,3130.27,0.05217
2025-04-18 02:09:00,AC,4.93,515.46,2541.22,0.04235
2025-04-18 02:10:00,AC,5.08,601.64,3056.33,0.05094
2025-04-18 02:11:00,AC,4.98,557.0,2773.86,0.04623
2025-04-18 02:12:00,AC,5.15,693.1,3569.47,0.05949
2025-04-18 02:13:00,AC,5.01,662.93,3321.28,0.05535
2025-04-18 02:14:00,AC,5.15,413.08,2127.36,0.03546
2025-04-18 02:15:00,AC,5.2,673.25,3500.9,0.05835
2025-04-18 02:16:00,AC,4.94,616.38,3044.92,0.05075
2025-04-18 02:17:00,AC,5.14,500.24,2571.23,0.04285
2025-04-18 02:18:00,AC,5.09,416.92,2122.12,0.03537
2025-04-18 02:19:00,AC,5.13,631.79,3241.08,0.05402
2025-04-18 02:20:00,AC,5.05,516.76,2609.64,0.04349
2025-04-18 02:21:00,AC,4.89,530.72,2595.22,0.04325
2025-04-18 02:22:00,AC,5.05,599.16,3025.76,0.05043
2025-04-18 02:23:00,AC,4.95,696.11,3445.74,0.05743
2025-04-18 02:24:00,AC,5.12,566.64,2901.2,0.04835
2025-04-18 02:25:00,AC,4.85,504.68,2447.7,0.04079
2025-04-18 02:26:00,AC,5.18,644.72,3339.65,0.05566
2025-04-18 02:27:00,AC,5.0,506.04,2530.2,0.04217
2025-04-18 02:28:00,AC,4.81,664.49,3196.2,0.05327
2025-04-18 02:29:00,AC,4.84,584.77,2830.29,0.04717
2025-04-18 02:30:00,AC,5.18,526.28,2726.13,0.04544
2025-04-18 02:31:00,AC,4.82,652.41,3144.62,0.05241
2025-04-18 02:32:00,AC,5.18,654.19,3388.7,0.05648
2025-04-18 02:33:00,AC,4.99,675.85,3372.49,0.05621
2025-04-18 02:34:00,AC,5.14,591.42,3039.9,0.05067
2025-04-18 02:35:00,AC,5.14,420.08,2159.21,0.03599
2025-04-18 02:36:00,AC,5.04,550.49,2774.47,0.04624
2025-04-18 02:37:00,AC,5.03,490.24,2465.91,0.0411
2025-04-18 02:38:00,AC,5.16,611.56,3155.65,0.05259
2025-04-18 02:39:00,AC,4.95,496.32,2456.78,0.04095
2025-04-18 02:40:00,AC,5.04,537.69,2709.96,0.04517
2025-04-18 02:41:00,AC,5.11,558.75,2855.21,0.04759
2025-04-18 02:42:00,AC,4.94,582.26,2876.36,0.04794
2025-04-18 02:43:00,AC,4.93,479.13,2362.11,0.03937
2025-04-18 02:44:00,AC,5.15,685.71,3531.41,0.05886
2025-04-18 02:45:00,AC,4.99,520.0,2594.8,0.04325
2025-04-18 02:46:00,AC,4.93,508.28,2505.82,0.04176
2025-04-18 02:47:00,AC,4.93,565.89,2789.84,0.0465
2025-04-18 02:48:00,AC,4.89,662.64,3240.31,0.05401
2025-04-18 02:49:00,AC,5.12,529.82,2712.68,0.04521
2025-04-18 02:50:00,AC,4.87,527.03,2566.64,0.04278
2025-04-18 02:51:00,AC,4.98,688.09,3426.69,0.05711
2025-04-18 02:52:00,AC,5.06,547.15,2768.58,0.04614
2025-04-18 02:53:00,AC,5.06,424.85,2149.74,0.03583
2025-04-18 02:54:00,AC,4.93,667.97,3293.09,0.05488
2025-04-18 02:55:00,AC,5.03,463.58,2331.81,0.03886
2025-04-18 02:56:00,AC,4.86,514.62,2501.05,0.04168
2025-04-18 02:57:00,AC,5.08,578.67,2939.64,0.04899
2025-04-18 02:58:00,AC,4.96,664.38,3295.32,0.05492
2025-04-18 02:59:00,AC,5.15,516.62,2660.59,0.04434
2025-04-18 03:00:00,AC,5.06,514.93,2605.55,0.04343
2025-04-18 03:01:00,AC,4.81,590.79,2841.7,0.04736
2025-04-18 03:02:00,AC,4.93,401.73,1980.53,0.03301
2025-04-18 03:03:00,AC,4.96,613.51,3043.01,0.05072
2025-04-18 03:04:00,AC,5.11,539.84,2758.58,0.04598
2025-04-18 03:05:00,AC,5.09,636.43,3239.43,0.05399
2025-04-18 03:06:00,AC,5.1,570.55,2909.8,0.0485
2025-04-18 03:07:00,AC,4.95,493.96,2445.1,0.04075
2025-04-18 03:08:00,AC,5.14,508.11,2611.69,0.04353
2025-04-18 03:09:00,AC,4.88,520.64,2540.72,0.04235
2025-04-18 03:10:00,AC,5.18,617.83,3200.36,0.05334
2025-04-18 03:11:00,AC,5.12,595.75,3050.24,0.05084
2025-04-18 03:12:00,AC,5.07,473.12,2398.72,0.03998
2025-04-18 03:13:00,AC,5.12,493.14,2524.88,0.04208
2025-04-18 03:14:00,AC,4.86,411.97,2002.17,0.03337
2025-04-18 03:15:00,AC,4.82,687.15,3312.06,0.0552
2025-04-18 03:16:00,AC,4.97,611.19,3037.61,0.05063
2025-04-18 03:17:00,AC,5.1,558.35,2847.59,0.04746
2025-04-18 03:18:00,AC,4.83,591.61,2857.48,0.04762
2025-04-18 03:19:00,AC,4.94,404.55,1998.48,0.03331
2025-04-18 03:20:00,AC,4.84,629.66,3047.55,0.05079
2025-04-18 03:21:00,AC,5.19,611.34,3172.85,0.05288
2025-04-18 03:22:00,AC,5.06,682.72,3454.56,0.05758
2025-04-18 03:23:00,AC,4.97,657.05,3265.54,0.05443
2025-04-18 03:24:00,AC,5.19,552.52,2867.58,0.04779
2025-04-18 03:25:00,AC,5.04,470.69,2372.28,0.03954
2025-04-18 03:26:00,AC,4.89,540.24,2641.77,0.04403
2025-04-18 03:27:00,AC,4.85,655.15,3177.48,0.05296
2025-04-18 03:28:00,AC,5.06,654.74,3312.98,0.05522
2025-04-18 03:29:00,AC,4.86,634.27,3082.55,0.05138
2025-04-18 03:30:00,AC,4.9,432.49,2119.2,0.03532
2025-04-18 03:31:00,AC,5.11,505.32,2582.19,0.04304
2025-04-18 03:32:00,AC,5.04,581.32,2929.85,0.04883
2025-04-18 03:33:00,AC,4.85,547.46,2655.18,0.04425
2025-04-18 03:34:00,AC,4.81,675.09,3247.18,0.05412
2025-04-18 03:35:00,AC,4.88,415.72,2028.71,0.03381
2025-04-18 03:36:00,AC,4.94,669.09,3305.3,0.05509
2025-04-18 03:37:00,AC,5.07,441.51,2238.46,0.03731
2025-04-18 03:38:00,AC,4.95,547.99,2712.55,0.04521
2025-04-18 03:39:00,AC,5.15,400.69,2063.55,0.03439
2025-04-18 03:40:00,AC,5.06,498.76,2523.73,0.04206
2025-04-18 03:41:00,AC,4.85,613.08,2973.44,0.04956
2025-04-18 03:42:00,AC,4.89,547.13,2675.47,0.04459
2025-04-18 03:43:00,AC,4.89,561.13,2743.93,0.04573
2025-04-18 03:44:00,AC,4.93,691.22,3407.71,0.0568
2025-04-18 03:45:00,AC,4.9,427.69,2095.68,0.03493
2025-04-18 03:46:00,AC,5.06,472.77,2392.22,0.03987
2025-04-18 03:47:00,AC,4.84,536.86,2598.4,0.04331
2025-04-18 03:48:00,AC,5.01,419.74,2102.9,0.03505
2025-04-18 03:49:00,AC,4.81,547.99,2635.83,0.04393
2025-04-18 03:50:00,AC,5.07,639.53,3242.42,0.05404
2025-04-18 03:51:00,AC,5.08,436.41,2216.96,0.03695
2025-04-18 03:52:00,AC,4.83,655.07,3163.99,0.05273
2025-04-18 03:53:00,AC,4.85,593.94,2880.61,0.04801
2025-04-18 03:54:00,AC,5.17,668.2,3454.59,0.05758
2025-04-18 03:55:00,AC,5.03,593.56,2985.61,0.04976
2025-04-18 03:56:00,AC,5.14,595.15,3059.07,0.05098
2025-04-18 03:57:00,AC,4.81,477.75,2297.98,0.0383
2025-04-18 03:58:00,AC,4.83,690.7,3336.08,0.0556
2025-04-18 03:59:00,AC,4.8,679.64,3262.27,0.05437
2025-04-18 04:00:00,AC,4.82,482.86,2327.39,0.03879
2025-04-18 04:01:00,AC,5.18,563.66,2919.76,0.04866
2025-04-18 04:02:00,AC,5.07,575.32,2916.87,0.04861
2025-04-18 04:03:00,AC,4.92,681.58,3353.37,0.05589
2025-04-18 04:04:00,AC,4.87,680.66,3314.81,0.05525
2025-04-18 04:05:00,AC,5.14,503.46,2587.78,0.04313
2025-04-18 04:06:00,AC,5.05,662.32,3344.72,0.05575
2025-04-18 04:07:00,AC,4.89,593.65,2902.95,0.04838
2025-04-18 04:08:00,AC,4.99,496.21,2476.09,0.04127
2025-04-18 04:09:00,AC,4.88,441.87,2156.33,0.03594
2025-04-18 04:10:00,AC,5.05,684.74,3457.94,0.05763
2025-04-18 04:11:00,AC,4.95,467.98,2316.5,0.03861
2025-04-18 04:12:00,AC,5.08,473.68,2406.29,0.0401
2025-04-18 04:13:00,AC,5.16,699.73,3610.61,0.06018
2025-04-18 04:14:00,AC,5.0,683.54,3417.7,0.05696
2025-04-18 04:15:00,AC,5.05,696.99,3519.8,0.05866
2025-04-18 04:16:00,AC,5.13,507.31,2602.5,0.04338
2025-04-18 04:17:00,AC,5.12,665.21,3405.88,0.05676
2025-04-18 04:18:00,AC,5.14,532.1,2734.99,0.04558
2025-04-18 04:19:00,AC,4.91,695.78,3416.28,0.05694
2025-04-18 04:20:00,AC,5.05,440.22,2223.11,0.03705
2025-04-18 04:21:00,AC,4.95,697.81,3454.16,0.05757
2025-04-18 04:22:00,AC,4.94,556.32,2748.22,0.0458
2025-04-18 04:23:00,AC,4.89,585.13,2861.29,0.04769
2025-04-18 04:24:00,AC,4.93,580.79,2863.29,0.04772
2025-04-18 04:25:00,AC,5.2,443.85,2308.02,0.03847
2025-04-18 04:26:00,AC,5.07,408.86,2072.92,0.03455
2025-04-18 04:27:00,AC,4.82,404.93,1951.76,0.03253
2025-04-18 04:28:00,AC,4.83,661.07,3192.97,0.05322
2025-04-18 04:29:00,AC,4.98,552.49,2751.4,0.04586
2025-04-18 04:30:00,AC,4.85,481.4,2334.79,0.03891
2025-04-18 04:31:00,AC,5.02,486.75,2443.48,0.04072
2025-04-18 04:32:00,AC,5.02,635.74,3191.41,0.05319
2025-04-18 04:33:00,AC,5.02,517.28,2596.75,0.04328
2025-04-18 04:34:00,AC,5.02,430.18,2159.5,0.03599
2025-04-18 04:35:00,AC,4.93,562.34,2772.34,0.04621
2025-04-18 04:36:00,AC,4.99,551.0,2749.49,0.04582
2025-04-18 04:37:00,AC,4.96,689.32,3419.03,0.05698
2025-04-18 04:38:00,AC,5.2,532.7,2770.04,0.04617
2025-04-18 04:39:00,AC,4.96,504.29,2501.28,0.04169
2025-04-18 04:40:00,AC,5.02,608.83,3056.33,0.05094
2025-04-18 04:41:00,AC,5.02,522.36,2622.25,0.0437
2025-04-18 04:42:00,AC,4.99,457.48,2282.83,0.03805
2025-04-18 04:43:00,AC,4.93,506.73,2498.18,0.04164
2025-04-18 04:44:00,AC,4.98,672.21,3347.61,0.05579
2025-04-18 04:45:00,AC,5.12,695.47,3560.81,0.05935
2025-04-18 04:46:00,AC,4.88,615.18,3002.08,0.05003
2025-04-18 04:47:00,AC,5.14,646.77,3324.4,0.05541
2025-04-18 04:48:00,AC,5.13,476.47,2444.29,0.04074
2025-04-18 04:49:00,AC,4.88,617.48,3013.3,0.05022
2025-04-18 04:50:00,AC,4.85,527.26,2557.21,0.04262
2025-04-18 04:51:00,AC,4.81,651.55,3133.96,0.05223
2025-04-18 04:52:00,AC,4.99,670.52,3345.89,0.05576
2025-04-18 04:53:00,AC,5.03,439.8,2212.19,0.03687
2025-04-18 04:54:00,AC,4.87,426.29,2076.03,0.0346
2025-04-18 04:55:00,AC,5.06,600.74,3039.74,0.05066
2025-04-18 04:56:00,AC,5.02,543.54,2728.57,0.04548
2025-04-18 04:57:00,AC,5.13,521.69,2676.27,0.0446
2025-04-18 04:58:00,AC,5.02,544.44,2733.09,0.04555
2025-04-18 04:59:00,AC,5.18,443.32,2296.4,0.03827
2025-04-18 05:00:00,AC,5.03,607.42,3055.32,0.05092
2025-04-18 05:01:00,AC,4.95,487.32,2412.23,0.0402
2025-04-18 05:02:00,AC,4.8,628.86,3018.53,0.05031
2025-04-18 05:03:00,AC,4.93,473.01,2331.94,0.03887
2025-04-18 05:04:00,AC,4.99,666.73,3326.98,0.05545
2025-04-18 05:05:00,AC,5.06,484.59,2452.03,0.04087
2025-04-18 05:06:00,AC,4.91,575.81,2827.23,0.04712
2025-04-18 05:07:00,AC,4.82,554.54,2672.88,0.04455
2025-04-18 05:08:00,AC,5.16,568.44,2933.15,0.04889
2025-04-18 05:09:00,AC,4.88,698.23,3407.36,0.05679
2025-04-18 05:10:00,AC,5.02,540.81,2714.87,0.04525
2025-04-18 05:11:00,AC,5.01,600.4,3008.0,0.05013
2025-04-18 05:12:00,AC,5.14,406.83,2091.11,0.03485
2025-04-18 05:13:00,AC,4.83,588.38,2841.88,0.04736
2025-04-18 05:14:00,AC,4.91,658.77,3234.56,0.05391
2025-04-18 05:15:00,AC,4.89,629.49,3078.21,0.0513
2025-04-18 05:16:00,AC,5.13,643.65,3301.92,0.05503
2025-04-18 05:17:00,AC,4.85,452.81,2196.13,0.0366
2025-04-18 05:18:00,AC,5.04,457.42,2305.4,0.03842
2025-04-18 05:19:00,AC,5.1,437.22,2229.82,0.03716
2025-04-18 05:20:00,AC,4.93,585.72,2887.6,0.04813
2025-04-18 05:21:00,AC,4.88,658.5,3213.48,0.05356
2025-04-18 05:22:00,AC,4.95,570.97,2826.3,0.04711
2025-04-18 05:23:00,AC,4.92,534.69,2630.67,0.04384
2025-04-18 05:24:00,AC,4.9,413.68,2027.03,0.03378
2025-04-18 05:25:00,AC,4.94,472.86,2335.93,0.03893
2025-04-18 05:26:00,AC,5.14,639.84,3288.78,0.05481
2025-04-18 05:27:00,AC,4.81,406.01,1952.91,0.03255
2025-04-18 05:28:00,AC,5.07,583.59,2958.8,0.04931
2025-04-18 05:29:00,AC,5.03,649.3,3265.98,0.05443
2025-04-18 05:30:00,AC,4.99,497.13,2480.68,0.04134
2025-04-18 05:31:00,AC,5.06,589.79,2984.34,0.04974
2025-04-18 05:32:00,AC,5.14,687.65,3534.52,0.05891
2025-04-18 05:33:00,AC,4.92,453.28,2230.14,0.03717
2025-04-18 05:34:00,AC,5.14,581.67,2989.78,0.04983
2025-04-18 05:35:00,AC,5.17,423.57,2189.86,0.0365
2025-04-18 05:36:00,AC,4.98,669.63,3334.76,0.05558
2025-04-18 05:37:00,AC,5.01,458.92,2299.19,0.03832
2025-04-18 05:38:00,AC,4.84,625.97,3029.69,0.05049
2025-04-18 05:39:00,AC,5.1,402.74,2053.97,0.03423
2025-04-18 05:40:00,AC,5.2,545.54,2836.81,0.04728
2025-04-18 05:41:00,AC,4.82,536.34,2585.16,0.04309
2025-04-18 05:42:00,AC,5.2,494.3,2570.36,0.04284
2025-04-18 05:43:00,AC,5.19,634.52,3293.16,0.05489
2025-04-18 05:44:00,AC,5.18,554.24,2870.96,0.04785
2025-04-18 05:45:00,AC,4.96,681.93,3382.37,0.05637
2025-04-18 05:46:00,AC,4.84,513.32,2484.47,0.04141
2025-04-18 05:47:00,AC,5.0,484.73,2423.65,0.04039
2025-04-18 05:48:00,AC,5.13,663.03,3401.34,0.05669
2025-04-18 05:49:00,AC,4.93,469.09,2312.61,0.03854
2025-04-18 05:50:00,AC,5.15,462.18,2380.23,0.03967
2025-04-18 05:51:00,AC,4.83,657.77,3177.03,0.05295
2025-04-18 05:52:00,AC,5.16,653.4,3371.54,0.05619
2025-04-18 05:53:00,AC,5.02,632.17,3173.49,0.05289
2025-04-18 05:54:00,AC,4.92,662.49,3259.45,0.05432
2025-04-18 05:55:00,AC,5.0,677.27,3386.35,0.05644
2025-04-18 05:56:00,AC,5.19,673.41,3495.0,0.05825
2025-04-18 05:57:00,AC,5.06,646.19,3269.72,0.0545
2025-04-18 05:58:00,AC,5.16,613.5,3165.66,0.05276
2025-04-18 05:59:00,AC,4.83,481.08,2323.62,0.03873
2025-04-18 06:00:00,AC,5.1,504.09,2570.86,0.04285
2025-04-18 06:01:00,AC,5.03,546.66,2749.7,0.04583
2025-04-18 06:02:00,AC,4.8,651.14,3125.47,0.05209
2025-04-18 06:03:00,AC,5.04,510.63,2573.58,0.04289
2025-04-18 06:04:00,AC,5.15,551.66,2841.05,0.04735
2025-04-18 06:05:00,AC,5.14,616.22,3167.37,0.05279
2025-04-18 06:06:00,AC,4.93,577.68,2847.96,0.04747
2025-04-18 06:07:00,AC,4.97,462.36,2297.93,0.0383
2025-04-18 06:08:00,AC,4.81,589.12,2833.67,0.04723
2025-04-18 06:09:00,AC,5.17,690.14,3568.02,0.05947
2025-04-18 06:10:00,AC,4.89,679.87,3324.56,0.05541
2025-04-18 06:11:00,AC,4.99,653.68,3261.86,0.05436
2025-04-18 06:12:00,AC,4.87,485.43,2364.04,0.0394
2025-04-18 06:13:00,AC,5.14,540.24,2776.83,0.04628
2025-04-18 06:14:00,AC,4.81,459.06,2208.08,0.0368
2025-04-18 06:15:00,AC,5.14,453.11,2328.99,0.03882
2025-04-18 06:16:00,AC,5.05,687.25,3470.61,0.05784
2025-04-18 06:17:00,AC,5.17,635.92,3287.71,0.0548
2025-04-18 06:18:00,AC,5.15,674.08,3471.51,0.05786
2025-04-18 06:19:00,AC,4.88,697.55,3404.04,0.05673
2025-04-18 06:20:00,AC,5.12,567.06,2903.35,0.04839
2025-04-18 06:21:00,AC,5.0,569.25,2846.25,0.04744
2025-04-18 06:22:00,AC,4.9,578.84,2836.32,0.04727
2025-04-18 06:23:00,AC,5.11,410.73,2098.83,0.03498
2025-04-18 06:24:00,AC,4.88,428.13,2089.27,0.03482
2025-04-18 06:25:00,AC,4.94,562.67,2779.59,0.04633
2025-04-18 06:26:00,AC,5.01,461.45,2311.86,0.03853
2025-04-18 06:27:00,AC,5.03,573.16,2882.99,0.04805
2025-04-18 06:28:00,AC,4.87,439.89,2142.26,0.0357
2025-04-18 06:29:00,AC,4.81,685.01,3294.9,0.05492
2025-04-18 06:30:00,AC,4.82,658.88,3175.8,0.05293
2025-04-18 06:31:00,AC,5.08,443.82,2254.61,0.03758
2025-04-18 06:32:00,AC,4.87,630.4,3070.05,0.05117
2025-04-18 06:33:00,AC,5.0,565.25,2826.25,0.0471
2025-04-18 06:34:00,AC,4.98,682.86,3400.64,0.05668
2025-04-18 06:35:00,AC,4.87,495.61,2413.62,0.04023
2025-04-18 06:36:00,AC,4.92,443.41,2181.58,0.03636
2025-04-18 06:37:00,AC,5.03,578.1,2907.84,0.04846
2025-04-18 06:38:00,AC,5.11,673.73,3442.76,0.05738
2025-04-18 06:39:00,AC,5.1,522.53,2664.9,0.04442
2025-04-18 06:40:00,AC,4.84,602.7,2917.07,0.04862
2025-04-18 06:41:00,AC,5.2,538.76,2801.55,0.04669
2025-04-18 06:42:00,AC,5.02,556.4,2793.13,0.04655
2025-04-18 06:43:00,AC,4.82,477.58,2301.94,0.03837
2025-04-18 06:44:00,AC,4.89,698.63,3416.3,0.05694
2025-04-18 06:45:00,AC,5.2,693.83,3607.92,0.06013
2025-04-18 06:46:00,AC,5.14,503.24,2586.65,0.04311
2025-04-18 06:47:00,AC,5.13,642.78,3297.46,0.05496
2025-04-18 06:48:00,AC,4.97,603.44,2999.1,0.04998
2025-04-18 06:49:00,AC,5.05,558.33,2819.57,0.04699
